org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY,defect_status
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-cisco-aci/deployment_scripts/puppet/modules/apic/manifests/params.pp,0,0,23,0,0,0,0,7,1,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-octavia/manifests/db/sync.pp,0,0,23,0,0,0,5,3,10,1,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-midonet/deployment_scripts/puppet/manifests/midonet-enable-ip-forward.pp,1,0,23,0,0,0,3,2,13,1,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-manila/manifests/backends.pp,0,0,22,0,0,0,1,0,12,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/reserved_ports.pp,1,0,22,0,0,0,1,1,17,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-ironic/deployment_scripts/puppet/manifests/network-ovs.pp,0,0,21,0,0,0,5,6,2,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-zaqar/manifests/transport/wsgi.pp,0,0,21,0,0,0,2,0,10,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-purestorage-cinder/deployment_scripts/puppet/manifests/compute.pp,1,0,20,0,0,0,1,1,15,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/virtual_ips/public_vip_ping.pp,0,0,20,0,0,0,1,4,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/tweaks/manifests/apache_wrappers.pp,1,0,18,0,0,0,3,3,1,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-oslo/manifests/versionedobjects.pp,0,0,18,0,0,0,1,0,13,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-cisco-aci/deployment_scripts/puppet/modules/gbp/manifests/config.pp,0,0,17,0,0,0,10,9,1,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/fuel/examples/rabbitmq.pp,0,0,16,0,0,0,6,1,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-midonet/manifests/resources/interface_up.pp,0,0,16,0,0,0,2,0,5,1,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/cgroups/cgroups.pp,0,0,15,0,0,0,1,1,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/neutron/lbaas.pp,0,0,15,0,0,0,7,5,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/connectivity-checker.pp,0,0,13,0,0,0,5,4,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-opendaylight/deployment_scripts/puppet/modules/opendaylight/manifests/init.pp,0,0,12,0,0,0,0,3,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/vmware/cinder_vmware.pp,0,0,12,0,0,0,0,1,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-opendaylight/deployment_scripts/puppet/modules/opendaylight/manifests/vxgpe.pp,0,0,12,0,0,0,6,4,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-manila/deployment_scripts/puppet/manifests/init_controller.pp,0,0,12,0,0,0,4,4,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/ceph/ceph_ready_check.pp,0,0,12,0,0,0,3,2,1,1,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-rally/examples/rally.pp,1,0,11,0,0,0,4,3,1,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/dns/dns_client.pp,0,0,11,0,0,0,1,1,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/generate_vms/vm_config.pp,0,1,10,0,0,0,3,4,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/fuel/examples/mcollective.pp,0,0,9,0,0,0,3,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-mellanox/deployment_scripts/puppet/manifests/iser_rename.pp,0,0,8,0,0,0,2,2,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/haproxy/manifests/balancermember/collect_exported.pp,0,0,8,0,0,0,0,0,1,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-nsx-t/deployment_scripts/puppet/modules/nsxt/manifests/params.pp,0,0,7,0,0,0,0,5,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/nova/conductor.pp,0,0,7,0,0,0,2,1,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/openstack-network/agents/l3.pp,0,0,5,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/sysfs/manifests/params.pp,0,0,5,0,0,0,0,3,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/test_controller.pp,0,1,5,0,0,0,1,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/murano/upload_murano_package.pp,0,0,3,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/openstack-network/routers.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/glance/keystone.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/keystone/workloads_collector_remove.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/roles/enable_compute.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/cgroups/cgroups.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/cluster-vrouter/cluster-vrouter.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-opendaylight/deployment_scripts/puppet/manifests/hiera-override.pp,0,0,2,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/openstack-haproxy/openstack-haproxy.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/ntp/timesync.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/dns/dns-client.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/umm/umm.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/modular/provision/build_image.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/params.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-manila/deployment_scripts/puppet/manifests/notify.pp,0,0,1,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/install_ssh_keys.pp,0,0,0,0,0,0,0,0,0,0,0,0,0
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-tripleo/manifests/haproxy.pp,7,0,980,0,0,1,263,193,290,0,11,11,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ec2api/manifests/api.pp,0,0,357,0,1,1,47,3,226,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/keystone/auth.pp,18,0,332,0,0,1,31,29,150,0,0,2,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/manifests/resource/authtoken.pp,1,0,327,0,0,1,11,1,218,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-collector/deployment_scripts/puppet/manifests/hiera_override.pp,1,1,249,0,1,1,4,32,13,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/server/notifications.pp,5,0,228,0,0,1,21,11,119,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/manifests/resource/service_identity.pp,2,0,216,0,0,1,0,4,109,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/quota.pp,0,0,189,0,0,1,17,16,102,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-external-zabbix/deployment_scripts/puppet/modules/plugin_zabbix/manifests/params.pp,3,0,185,0,0,1,7,78,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/storage/all.pp,0,0,177,0,0,1,35,18,99,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/params.pp,0,0,176,0,0,1,0,99,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/backend/vsphere.pp,1,0,176,0,0,1,20,3,104,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/backend/eqlx.pp,0,0,172,0,1,1,15,2,82,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/haproxy_service.pp,0,0,165,0,0,1,16,8,70,0,1,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/notify/rabbitmq.pp,0,0,157,0,0,1,21,0,98,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack_tasks/manifests/sahara/sahara.pp,0,2,157,0,1,1,42,43,0,0,2,2,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ironic/manifests/drivers/pxe.pp,1,0,156,0,0,1,12,2,94,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/scheduler/filter.pp,0,0,155,0,0,1,12,7,69,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-designate/manifests/api.pp,0,0,151,0,0,1,12,5,80,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/logging.pp,1,0,149,0,0,1,16,4,94,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-heat/manifests/logging.pp,1,0,147,0,0,1,16,4,92,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-manila/manifests/backend/netapp.pp,0,0,145,0,1,1,25,14,97,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-external-zabbix/deployment_scripts/puppet/modules/plugin_zabbix/manifests/ha/haproxy.pp,1,0,145,0,0,1,49,45,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/quota.pp,0,0,143,0,0,1,18,2,90,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/config.pp,0,0,142,0,0,1,3,3,83,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/params.pp,0,0,140,0,0,1,0,86,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/keystone/auth.pp,6,0,139,0,0,1,14,10,87,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-external-zabbix/deployment_scripts/puppet/modules/plugin_zabbix/manifests/monitoring/nova_mon.pp,1,0,138,0,0,1,40,16,15,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-manila/manifests/service_instance.pp,0,0,136,0,1,1,21,16,80,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/backend/s3.pp,0,0,134,0,0,1,22,3,62,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-tripleo/manifests/haproxy/endpoint.pp,1,0,134,0,0,1,9,0,69,0,1,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/backend/solidfire.pp,0,0,132,0,1,1,17,2,84,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/examples/ldap_backend.pp,0,0,132,0,1,1,115,111,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-trove/manifests/keystone/auth.pp,10,0,122,0,0,1,17,14,80,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/keystone/auth.pp,9,0,120,0,1,1,19,13,72,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/backend/swift.pp,2,0,120,0,0,1,22,10,54,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/backend/hp3par_iscsi.pp,1,0,117,0,1,1,15,5,67,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/cache.pp,0,0,117,0,0,1,13,0,83,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-infrastructure-alerting/deployment_scripts/puppet/modules/lma_infra_alerting/manifests/nagios/check_http.pp,1,0,115,0,0,1,10,5,30,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/manifests/endpoint.pp,8,0,114,0,0,1,14,11,53,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/proxy/tempauth.pp,0,0,114,0,0,1,5,18,67,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-heat/manifests/keystone/auth_cfn.pp,9,0,113,0,0,1,18,13,67,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/keystone/auth.pp,9,0,107,0,0,1,18,13,62,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/keystone/auth.pp,9,0,107,0,0,1,17,14,62,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-influxdb-grafana/deployment_scripts/puppet/modules/influxdb/manifests/configure.pp,1,0,106,0,1,1,37,23,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-infrastructure-alerting/deployment_scripts/puppet/modules/lma_infra_alerting/manifests/params.pp,1,0,99,0,0,1,0,21,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-midonet/manifests/neutron_plugin.pp,2,0,98,0,1,1,13,13,69,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/storage/node.pp,0,0,97,0,0,1,17,11,45,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/agent/auth.pp,2,0,94,0,1,1,12,6,51,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cobbler/manifests/init.pp,1,0,93,1,0,1,9,14,39,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/ssh.pp,0,0,92,1,0,1,6,25,31,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-elasticsearch-kibana/deployment_scripts/puppet/manifests/provision_services.pp,3,0,88,1,0,1,8,22,13,2,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-tripleo/manifests/profile/base/nova.pp,1,0,86,0,0,1,6,9,43,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-trove/manifests/quota.pp,0,0,85,0,0,1,5,5,42,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cobbler/examples/server_site.pp,7,0,84,0,0,1,27,27,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/ceilometer.pp,1,0,83,0,0,1,18,25,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-midonet/manifests/repository/centos.pp,6,0,81,0,0,1,21,15,23,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-trove/manifests/db/mysql.pp,1,0,79,0,0,1,7,5,51,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ironic/manifests/params.pp,2,0,79,0,0,1,0,36,19,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/params.pp,0,0,79,0,0,1,0,46,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/manifests/db/mysql.pp,0,0,78,0,0,1,7,6,50,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/registry/db.pp,0,0,77,0,0,1,8,1,40,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-infrastructure-alerting/deployment_scripts/puppet/manifests/cluster.pp,1,1,77,1,0,1,13,10,18,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/db.pp,0,0,76,0,0,1,8,2,46,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/rabbitmq.pp,0,0,75,0,0,1,8,7,35,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-influxdb-grafana/deployment_scripts/puppet/manifests/cluster.pp,1,1,73,1,0,1,13,10,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-influxdb-grafana/deployment_scripts/puppet/manifests/grafana.pp,1,0,72,1,0,1,26,27,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/params.pp,0,0,71,0,0,1,0,38,5,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/expirer.pp,1,0,70,0,0,1,8,8,42,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-collector/deployment_scripts/puppet/manifests/cinder.pp,1,0,69,0,0,1,9,9,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack_tasks/manifests/openstack_network/agents/metadata.pp,0,0,68,0,1,1,11,15,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/corosync/cs_service.pp,0,0,66,0,1,1,15,9,3,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/tests/site.pp,4,0,65,0,1,1,25,17,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/params.pp,0,0,64,0,0,1,0,39,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-heat/manifests/db/mysql.pp,0,0,64,0,0,1,7,6,36,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-tripleo/manifests/profile/base/cinder/volume/iscsi.pp,1,0,64,0,0,1,3,5,40,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/virtual_ip_ping.pp,0,0,63,0,1,1,11,16,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-openstack-integration/manifests/ceph.pp,0,0,63,0,0,1,16,22,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/init.pp,0,1,60,0,1,1,18,9,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/volume/iscsi.pp,0,0,60,0,0,1,7,3,35,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-collector/deployment_scripts/puppet/manifests/configure_afd_filters.pp,1,0,59,0,1,1,15,12,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/db/mysql.pp,0,0,59,0,0,1,7,5,33,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/horizon.pp,0,0,59,0,0,1,25,26,0,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/manifests/db/postgresql.pp,0,0,58,0,0,1,5,3,36,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/ntp_ocf.pp,0,0,57,0,1,1,11,15,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/tweaks/manifests/ubuntu_service_override.pp,1,0,57,0,1,1,11,7,15,1,1,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/provision/bridge.pp,0,0,57,0,1,1,22,23,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/manifests/db/mysql.pp,0,0,56,0,0,1,7,5,28,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/db/mysql.pp,0,0,56,0,0,1,7,5,28,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/vncproxy/common.pp,0,0,56,0,0,1,1,0,18,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/vrouter_ocf.pp,0,0,54,0,1,1,12,14,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-manila/manifests/params.pp,0,0,53,0,0,1,0,36,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-aodh/manifests/params.pp,0,0,52,0,0,1,0,29,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-heat/manifests/params.pp,0,0,52,0,0,1,0,22,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/ringserver.pp,0,0,52,0,0,1,9,6,27,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/gnocchi.pp,0,0,52,0,0,1,17,18,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/ringbuilder.pp,0,0,50,0,0,1,3,0,26,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/db/postgresql.pp,0,0,48,0,0,1,5,3,26,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/examples/apache_dropin.pp,6,0,48,0,0,1,13,7,19,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-onos/deployment_scripts/puppet/modules/onos/manifests/service.pp,0,0,48,0,1,1,17,11,0,7,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-heat/manifests/db/postgresql.pp,0,0,48,0,0,1,5,3,26,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/test_file.pp,0,1,47,0,0,1,7,10,32,0,1,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/repo/yum.pp,0,0,46,0,1,1,12,5,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-gnocchi/manifests/params.pp,0,0,46,0,0,1,0,27,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/l23network/manifests/l2/bond_interface.pp,0,0,45,0,0,1,8,1,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-murano/manifests/params.pp,0,0,45,0,0,1,0,22,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-designate/manifests/params.pp,0,0,44,0,0,1,0,24,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-swift/manifests/proxy/s3token.pp,0,0,44,0,0,1,3,6,30,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-monasca/manifests/checks/network.pp,0,0,44,1,0,1,8,4,22,0,1,1,1
